Reg-Nr.,Name,Bestand,Beschwerden,Typ,Jahr
1303,ASSTEL LEBEN,305288,6,Leben,2013
1020,AXA LEBEN,1681903,76,Leben,2013
1011,BARMENIA LEBEN,240516,7,Leben,2013
1028,BASLER LEBEN,757368,23,Leben,2013
1012,BASLER LEBEN (CH),138827,6,Leben,2013
1013,BAYER. BEAMTEN LEBEN,263992,10,Leben,2013
1015,BAYERN-VERS.,1811328,22,Leben,2013
1122,CONCORDIA LEBEN,141067,1,Leben,2013
1021,CONDOR LEBEN,214972,3,Leben,2013
1335,CONTINENTALE LV AG,640954,8,Leben,2013
1022,COSMOS LEBEN,1405437,27,Leben,2013
1115,CREDIT LIFE AG,49738,4,Leben,2013
1146,DBV DEUTSCHE BEAMTEN,1607950,44,Leben,2013
1023,DEBEKA LEBEN,3471422,50,Leben,2013
1017,DELTA LLOYD LEBEN,412677,17,Leben,2013
1136,DEVK ALLG. LEBEN,796667,19,Leben,2013
1025,DEVK DT. EISENBAHN LV,674841,2,Leben,2013
1110,DIREKTE LEBEN,131898,3,Leben,2013
1180,DT. ÄRZTEVERSICHERUNG,204072,5,Leben,2013
1148,DT. LEBENSVERS.,456092,5,Leben,2013
1130,ERGO DIREKT LEBEN AG,1176373,32,Leben,2013
1184,ERGO LEBEN AG,5523206,159,Leben,2013
1107,EUROPA LEBEN,463335,5,Leben,2013
1310,FAMILIENFüRSORGE LV,268529,6,Leben,2013
1139,GENERALI LEBEN AG,4832821,136,Leben,2013
1108,GOTHAER LEBEN AG,1134879,20,Leben,2013
1040,HAMB. LEBEN,22272,3,Leben,2013
1312,HANNOVERSCHE LV AG,895713,21,Leben,2013
1114,HANSEMERKUR LEBEN,217514,11,Leben,2013
1033,HDI LEBEN AG,2544932,114,Leben,2013
1158,HEIDELBERGER LV,428436,21,Leben,2013
1137,HELVETIA LEBEN,144288,1,Leben,2013
1055,HUK-COBURG LEBEN,708658,18,Leben,2013
1047,IDEAL LEBEN,554668,5,Leben,2013
1048,IDUNA VEREINIGTE LV,1903568,44,Leben,2013
1330,INTER LEBENSVERS. AG,148720,2,Leben,2013
1119,INTERRISK LEBENSVERS.,91271,1,Leben,2013
1045,KARLSRUHER LV AG,105782,1,Leben,2013
1054,LANDESLEBENSHILFE,18896,1,Leben,2013
1062,LEBENSVERS. VON 1871,708331,26,Leben,2013
1112,LVM LEBEN,793738,10,Leben,2013
1198,MAMAX LEBEN,17498,1,Leben,2013
1109,MECKLENBURG. LEBEN,167904,2,Leben,2013
1064,MÜNCHEN. VEREIN LEBEN,145776,4,Leben,2013
1162,MYLIFE DEUTSCHLAND,113835,1,Leben,2013
1134,NEUE BAYER. BEAMTEN,100599,1,Leben,2013
1164,NEUE LEBEN LEBENSVERS,891150,17,Leben,2013
1147,NÜRNBG. LEBEN,2906707,103,Leben,2013
1177,OECO CAPITAL LEBEN,34924,1,Leben,2013
1056,OEFF. LEBEN BERLIN,221054,2,Leben,2013
1194,PB LEBENSVERSICHERUNG,1198463,46,Leben,2013
1123,PLUS LEBEN,98373,1,Leben,2013
1309,PROTEKTOR LV AG,133870,15,Leben,2013
1081,PROV. LEBEN HANNOVER,850847,8,Leben,2013
1083,PROV.NORDWEST LEBEN,1760498,33,Leben,2013
1082,PROV.RHEINLAND LEBEN,1354428,16,Leben,2013
1018,RHEINLAND LEBEN,103130,1,Leben,2013
1085,R+V LEBEN,63574,2,Leben,2013
1141,R+V LEBENSVERS. AG,4195801,43,Leben,2013
1150,SAARLAND LEBEN,152197,1,Leben,2013
1157,SKANDIA LEBEN,336460,22,Leben,2013
1153,SPARK.-VERS.SACHS.LEB,517419,7,Leben,2013
1104,STUTTGARTER LEBEN,436064,9,Leben,2013
1089,SÜDDT.LEBEN,67975,1,Leben,2013
1091,SV SPARKASSENVERS.,1729914,28,Leben,2013
1090,SWISS LIFE AG (CH),867055,32,Leben,2013
1132,TARGO LEBEN AG,1558986,27,Leben,2013
1092,UNIVERSA LEBEN,188195,3,Leben,2013
1314,VHV LEBENSVERSICHER.,14653,2,Leben,2013
1140,VICTORIA LEBEN,1396679,73,Leben,2013
1099,VOLKSWOHL-BUND LEBEN,1379154,28,Leben,2013
1151,VORSORGE LEBEN,160501,6,Leben,2013
1160,VPV LEBEN,930275,27,Leben,2013
1149,WGV-LEBEN,57199,1,Leben,2013
1005,WÜRTT. LEBEN,2470160,44,Leben,2013
1103,WWK LEBEN,945130,44,Leben,2013
1138,ZURICH DTSCH. HEROLD,3676718,144,Leben,2013
5342,AACHENMüNCHENER VERS.,2512203,14,Unfall,2013
5498,ADAC - SCHUTZBRIEF VERS.,3882922,5,Unfall,2013
5312,ALLIANZ VERS.,4387177,36,Unfall,2013
5405,ALTE LEIPZIGER VERS.,74993,1,Unfall,2013
5455,ARAG ALLG. VERS.,21002374,2,Unfall,2013
5515,AXA VERS.,774386,13,Unfall,2013
5792,BADEN-BADENER VERS.,289879,4,Unfall,2013
5633,BASLER SACH,133031,1,Unfall,2013
5310,BAYER. BEAMTEN VERS.,119578,4,Unfall,2013
5324,BAYER.VERS.VERB.AG,709237,4,Unfall,2013
5552,COSMOS VERS.,186531,2,Unfall,2013
5311,DBV DT. BEAMTEN-VERS.,217842,1,Unfall,2013
5549,DEBEKA ALLGEMEINE,1867359,3,Unfall,2013
5513,DEVK ALLG. VERS.,873355,6,Unfall,2013
5350,DT. RING SACHVERS.,322437,1,Unfall,2013
5562,ERGO DIREKT,273701,1,Unfall,2013
5472,ERGO VERSICHERUNG,2490795,54,Unfall,2013
5473,GENERALI VERSICHERUNG,3593079,13,Unfall,2013
5858,GOTHAER ALLGEMEINE AG,713086,6,Unfall,2013
5501,HANSEMERKUR ALLG.,77106,1,Unfall,2013
5085,HDI VERSICHERUNG,510355,6,Unfall,2013
5384,HELVETIA VERS. (CH),123463,1,Unfall,2013
5375,HUK-COBURG,977880,1,Unfall,2013
5521,HUK-COBURG ALLG. VERS,539177,1,Unfall,2013
5546,INTER ALLG. VERS.,86229,1,Unfall,2013
5402,LVM SACH,908277,2,Unfall,2013
5061,MANNHEIMER VERS.,71657,3,Unfall,2013
5426,NÜRNBG. ALLG.,548073,13,Unfall,2013
5095,PROV.RHEINLAND VERS.,881259,1,Unfall,2013
5583,PVAG POLIZEIVERS.,319123,3,Unfall,2013
5438,R+V ALLGEMEINE VERS.,1504007,7,Unfall,2013
5125,SIGNAL IDUNA ALLG.,1726078,6,Unfall,2013
5586,STUTTGARTER VERS.,438045,13,Unfall,2013
5790,TARGO VERSICHERUNG,112755,3,Unfall,2013
5400,VGH LAND.BRAND.HAN.,5468983,3,Unfall,2013
5862,VHV ALLGEMEINE VERS.,325910,1,Unfall,2013
5484,VOLKSWOHL-BUND SACH,174572,2,Unfall,2013
5093,WESTF.PROV.VERS.AG,909366,1,Unfall,2013
5479,WÜRTT. GEMEINDE-VERS.,145436,1,Unfall,2013
5783,WÜRTT. VERS.,730476,4,Unfall,2013
5476,WWK ALLGEMEINE VERS.,238201,2,Unfall,2013
4034,ALLIANZ PRIV.KV AG,2562739,105,Kranken,2014
4112,ARAG KRANKEN,533912,19,Kranken,2014
4095,AXA KRANKEN,1595334,142,Kranken,2014
4042,BARMENIA KRANKEN,1237781,34,Kranken,2014
4134,BAYERISCHE BEAMTEN K,1091219,40,Kranken,2014
4004,CENTRAL KRANKEN,1766699,87,Kranken,2014
4118,CONCORDIA KRANKEN,91602,2,Kranken,2014
4001,CONTINENTALE KRANKEN,1294071,38,Kranken,2014
4028,DEBEKA KRANKEN,3881742,82,Kranken,2014
4131,DEVK KRANKENVERS.-AG,340041,3,Kranken,2014
4044,DKV AG,4418377,124,Kranken,2014
4013,DT. RING KRANKEN,640032,25,Kranken,2014
4121,ENVIVAS KRANKEN,385742,3,Kranken,2014
4126,ERGO DIREKT KRANKEN,1393846,22,Kranken,2014
4119,GOTHAER KV AG,575335,31,Kranken,2014
4043,HALLESCHE KRANKEN,650297,53,Kranken,2014
4144,HANSEMERKUR KRANKEN_V,1410553,55,Kranken,2014
4122,HANSEMERKUR S.KRANKEN,5636206,4,Kranken,2014
4117,HUK-COBURG KRANKEN,984955,44,Kranken,2014
4031,INTER KRANKEN,367266,28,Kranken,2014
4011,LANDESKRANKENHILFE,385171,25,Kranken,2014
4051,LIGA KRANKEN,3832,2,Kranken,2014
4109,LVM KRANKEN,326709,6,Kranken,2014
4123,MANNHEIMER KRANKEN,77247,2,Kranken,2014
4037,MÜNCHEN.VEREIN KV,276243,16,Kranken,2014
4125,NÜRNBG. KRANKEN,251084,3,Kranken,2014
4116,R+V KRANKEN,695896,8,Kranken,2014
4002,SIGNAL KRANKEN,1968536,51,Kranken,2014
4039,SÜDDEUTSCHE KRANKEN,644472,15,Kranken,2014
4108,UNION KRANKENVERS.,1123073,26,Kranken,2014
4045,UNIVERSA KRANKEN,359773,12,Kranken,2014
4115,VIGO KRANKEN,18429,1,Kranken,2014
4139,WÜRTT. KRANKEN,302376,1,Kranken,2014
1001,AACHENMüNCHENER LEB.,5266153,75,Leben,2014
1006,ALLIANZ LEBEN,10380239,188,Leben,2014
1007,ALTE LEIPZIGER LEBEN,1233224,26,Leben,2014
1035,ARAG LEBEN,336794,5,Leben,2014
1303,ASSTEL LEBEN,296467,15,Leben,2014
1020,AXA LEBEN,3134436,115,Leben,2014
1011,BARMENIA LEBEN,239639,13,Leben,2014
1028,BASLER LEBEN,733741,27,Leben,2014
1012,BASLER LEBEN (CH),129233,2,Leben,2014
1013,BAYER. BEAMTEN LEBEN,245528,10,Leben,2014
1015,BAYERN-VERS.,1809174,21,Leben,2014
1122,CONCORDIA LEBEN,139696,2,Leben,2014
1177,CONCORDIA OECO LEBEN,35937,1,Leben,2014
1021,CONDOR LEBEN,218465,3,Leben,2014
1335,CONTINENTALE LV AG,643286,5,Leben,2014
1022,COSMOS LEBEN,1419355,39,Leben,2014
1115,CREDIT LIFE AG,50173,1,Leben,2014
1023,DEBEKA LEBEN,3458690,76,Leben,2014
1167,DELTA DIREKT LEBEN,78929,1,Leben,2014
1017,DELTA LLOYD LEBEN,368763,8,Leben,2014
1136,DEVK ALLG. LEBEN,802829,11,Leben,2014
1113,DIALOG LEBEN,274660,2,Leben,2014
1180,DT. ÄRZTEVERSICHERUNG,206417,5,Leben,2014
1148,DT. LEBENSVERS.,524861,2,Leben,2014
1130,ERGO DIREKT LEBEN AG,1175023,25,Leben,2014
1184,ERGO LEBEN AG,5299777,107,Leben,2014
1107,EUROPA LEBEN,466077,9,Leben,2014
1310,FAMILIENFüRSORGE LV,256921,12,Leben,2014
1139,GENERALI LEBEN AG,4712978,139,Leben,2014
1108,GOTHAER LEBEN AG,1114164,35,Leben,2014
1040,HAMB. LEBEN,21336,4,Leben,2014
1312,HANNOVERSCHE LV AG,919859,17,Leben,2014
1114,HANSEMERKUR LEBEN,244965,8,Leben,2014
1033,HDI LEBEN AG,2464885,96,Leben,2014
1158,HEIDELBERGER LV,416428,34,Leben,2014
1137,HELVETIA LEBEN,147361,12,Leben,2014
1055,HUK-COBURG LEBEN,698500,28,Leben,2014
1047,IDEAL LEBEN,567409,10,Leben,2014
1048,IDUNA VEREINIGTE LV,1856371,34,Leben,2014
1128,ITZEHOER LEBEN,69329,1,Leben,2014
1045,KARLSRUHER LV AG,101507,3,Leben,2014
1054,LANDESLEBENSHILFE,18067,3,Leben,2014
1062,LEBENSVERS. VON 1871,698371,23,Leben,2014
1112,LVM LEBEN,793247,10,Leben,2014
1109,MECKLENBURG. LEBEN,166208,2,Leben,2014
1064,MÜNCHEN. VEREIN LEBEN,137938,3,Leben,2014
1162,MYLIFE DEUTSCHLAND,106584,1,Leben,2014
1134,NEUE BAYER. BEAMTEN,102327,1,Leben,2014
1164,NEUE LEBEN LEBENSVERS,898003,21,Leben,2014
1147,NÜRNBG. LEBEN,2862325,113,Leben,2014
1194,PB LEBENSVERSICHERUNG,1171211,31,Leben,2014
1309,PROTEKTOR LV AG,124430,14,Leben,2014
1081,PROV. LEBEN HANNOVER,834513,8,Leben,2014
1083,PROV.NORDWEST LEBEN,1718597,26,Leben,2014
1082,PROV.RHEINLAND LEBEN,1325092,34,Leben,2014
1141,R+V LEBENSVERS. AG,4206628,44,Leben,2014
1157,SKANDIA LEBEN,317154,9,Leben,2014
1153,SPARK.-VERS.SACHS.LEB,526455,4,Leben,2014
1104,STUTTGARTER LEBEN,449673,8,Leben,2014
1089,SÜDDT.LEBEN,67662,4,Leben,2014
1091,SV SPARKASSENVERS.,1706327,37,Leben,2014
1090,SWISS LIFE AG (CH),870426,19,Leben,2014
1132,TARGO LEBEN AG,1612011,31,Leben,2014
1092,UNIVERSA LEBEN,182198,5,Leben,2014
1093,VER.POSTVERS.,22,1,Leben,2014
1314,VHV LEBENSVERSICHER.,14894,1,Leben,2014
1140,VICTORIA LEBEN,1289999,67,Leben,2014
1099,VOLKSWOHL-BUND LEBEN,1391822,16,Leben,2014
1151,VORSORGE LEBEN,165341,2,Leben,2014
1160,VPV LEBEN,882601,27,Leben,2014
1005,WÜRTT. LEBEN,2373246,71,Leben,2014
1103,WWK LEBEN,924891,46,Leben,2014
1138,ZURICH DTSCH. HEROLD,3547947,151,Leben,2014
5342,AACHENMüNCHENER VERS.,2493081,15,Unfall,2014
5498,ADAC - SCHUTZBRIEF VERS.,4120096,3,Unfall,2014
5581,ADLER VERSICHERUNG AG,122584,1,Unfall,2014
5312,ALLIANZ VERS.,4230673,26,Unfall,2014
5405,ALTE LEIPZIGER VERS.,70937,2,Unfall,2014
5455,ARAG ALLG. VERS.,21042297,2,Unfall,2014
5515,AXA VERS.,730727,7,Unfall,2014
5792,BADEN-BADENER VERS.,281730,4,Unfall,2014
5633,BASLER SACH AG,434480,8,Unfall,2014
5310,BAYER. BEAMTEN VERS.,102843,6,Unfall,2014
5324,BAYER.VERS.VERB.AG,813100,1,Unfall,2014
5338,CONCORDIA VERS.,329563,2,Unfall,2014
5340,CONTINENTALE SACHVERS,623265,4,Unfall,2014
5552,COSMOS VERS.,182694,1,Unfall,2014
5311,DBV DT. BEAMTEN-VERS.,213577,3,Unfall,2014
5549,DEBEKA ALLGEMEINE,1888489,2,Unfall,2014
5513,DEVK ALLG. VERS.,889352,3,Unfall,2014
5562,ERGO DIREKT,259108,7,Unfall,2014
5472,ERGO VERSICHERUNG,2354996,41,Unfall,2014
5473,GENERALI VERSICHERUNG,3475279,15,Unfall,2014
5858,GOTHAER ALLGEMEINE AG,700802,13,Unfall,2014
5501,HANSEMERKUR ALLG.,74948,5,Unfall,2014
5085,HDI VERSICHERUNG,505119,14,Unfall,2014
5384,HELVETIA VERS. (CH),122894,3,Unfall,2014
5521,HUK-COBURG ALLG. VERS,561988,1,Unfall,2014
5375,HUK-COBURG UNTER.,961461,1,Unfall,2014
5780,INTERRISK VERS.,422656,2,Unfall,2014
5078,JANITOS VERSICHERUNG,159145,5,Unfall,2014
5402,LVM SACH,924445,3,Unfall,2014
5061,MANNHEIMER VERS.,69510,1,Unfall,2014
5412,MECKLENBURG. VERS.,148064,2,Unfall,2014
5591,NEUE LEBEN UNFALL,115211,2,Unfall,2014
5426,NÜRNBG. ALLG.,537498,15,Unfall,2014
5015,NV-VERSICHERUNGEN,73965,1,Unfall,2014
5095,PROV.RHEINLAND VERS.,2552320,3,Unfall,2014
5583,PVAG POLIZEIVERS.,318589,1,Unfall,2014
5438,R+V ALLGEMEINE VERS.,1471253,6,Unfall,2014
5125,SIGNAL IDUNA ALLG.,1705329,12,Unfall,2014
5586,STUTTGARTER VERS.,441027,18,Unfall,2014
5036,SV SPARK.VERSICHER.,266472,1,Unfall,2014
5790,TARGO VERSICHERUNG,102687,4,Unfall,2014
5463,UNIVERSA ALLG. VERS.,61526,2,Unfall,2014
5400,VGH LAND.BRAND.HAN.,5459331,1,Unfall,2014
5862,VHV ALLGEMEINE VERS.,341324,1,Unfall,2014
5484,VOLKSWOHL-BUND SACH,171787,3,Unfall,2014
5783,WÜRTT. VERS.,721395,6,Unfall,2014
5476,WWK ALLGEMEINE VERS.,244011,4,Unfall,2014
4034,ALLIANZ PRIV.KV AG,2575454,73,Kranken,2015
4142,ALTE OLDENBURGER AG,162220,4,Kranken,2015
4112,ARAG KRANKEN,552675,14,Kranken,2015
4095,AXA KRANKEN,1663880,177,Kranken,2015
4042,BARMENIA KRANKEN,1233600,29,Kranken,2015
4134,BAYERISCHE BEAMTEN K,1103794,36,Kranken,2015
4004,CENTRAL KRANKEN,1747392,58,Kranken,2015
4001,CONTINENTALE KRANKEN,1283951,50,Kranken,2015
4028,DEBEKA KRANKEN,3882929,71,Kranken,2015
4131,DEVK KRANKENVERS.-AG,358086,1,Kranken,2015
4044,DKV AG,4396985,92,Kranken,2015
4013,DT. RING KRANKEN,625972,8,Kranken,2015
4121,ENVIVAS KRANKEN,396586,4,Kranken,2015
4126,ERGO DIREKT KRANKEN,1424590,6,Kranken,2015
4119,GOTHAER KV AG,581635,24,Kranken,2015
4043,HALLESCHE KRANKEN,637180,33,Kranken,2015
4144,HANSEMERKUR KRANKEN_V,1439277,24,Kranken,2015
4122,HANSEMERKUR S.KRANKEN,6005188,3,Kranken,2015
4117,HUK-COBURG KRANKEN,994280,34,Kranken,2015
4031,INTER KRANKEN,370827,15,Kranken,2015
4011,LANDESKRANKENHILFE,379270,28,Kranken,2015
4109,LVM KRANKEN,334056,3,Kranken,2015
4123,MANNHEIMER KRANKEN,76482,3,Kranken,2015
4037,MÜNCHEN.VEREIN KV,284739,6,Kranken,2015
4125,NÜRNBG. KRANKEN,257073,6,Kranken,2015
4135,PROVINZIAL KRANKEN,156533,1,Kranken,2015
4116,R+V KRANKEN,763608,7,Kranken,2015
4002,SIGNAL KRANKEN,1966015,45,Kranken,2015
4039,SÜDDEUTSCHE KRANKEN,658070,18,Kranken,2015
4108,UNION KRANKENVERS.,1152697,20,Kranken,2015
4045,UNIVERSA KRANKEN,358421,10,Kranken,2015
4139,WÜRTT. KRANKEN,323946,2,Kranken,2015
1001,AACHENMüNCHENER LEB.,5210825,69,Leben,2015
1006,ALLIANZ LEBEN,10444271,181,Leben,2015
1007,ALTE LEIPZIGER LEBEN,1274793,16,Leben,2015
1035,ARAG LEBEN,332271,4,Leben,2015
1017,ATHENE LEBEN AG,331263,8,Leben,2015
1020,AXA LEBEN,3024483,105,Leben,2015
1011,BARMENIA LEBEN,239228,5,Leben,2015
1028,BASLER LEBEN,736228,16,Leben,2015
1012,BASLER LEBEN (CH),120597,6,Leben,2015
1013,BAYER. BEAMTEN LEBEN,227918,8,Leben,2015
1015,BAYERN-VERS.,1814215,19,Leben,2015
1021,CONDOR LEBEN,221925,7,Leben,2015
1335,CONTINENTALE LV AG,674615,11,Leben,2015
1022,COSMOS LEBEN,1424145,47,Leben,2015
1115,CREDIT LIFE AG,1523400,3,Leben,2015
1023,DEBEKA LEBEN,3453336,38,Leben,2015
1136,DEVK ALLG. LEBEN,811310,10,Leben,2015
1025,DEVK DT. EISENBAHN LV,628152,1,Leben,2015
1113,DIALOG LEBEN,281391,1,Leben,2015
1110,DIREKTE LEBEN,125574,1,Leben,2015
1180,DT. ÄRZTEVERSICHERUNG,208572,7,Leben,2015
1130,ERGO DIREKT LEBEN AG,1113761,32,Leben,2015
1184,ERGO LEBEN AG,5068431,126,Leben,2015
1107,EUROPA LEBEN,466720,5,Leben,2015
1310,FAMILIENFüRSORGE LV,250699,9,Leben,2015
1139,GENERALI LEBEN AG,4557926,81,Leben,2015
1108,GOTHAER LEBEN AG,1382468,39,Leben,2015
1312,HANNOVERSCHE LV AG,933732,22,Leben,2015
1114,HANSEMERKUR LEBEN,285622,4,Leben,2015
1033,HDI LEBEN AG,2380800,78,Leben,2015
1158,HEIDELBERGER LV,404169,29,Leben,2015
1137,HELVETIA LEBEN,149314,4,Leben,2015
1055,HUK-COBURG LEBEN,692574,41,Leben,2015
1047,IDEAL LEBEN,581558,3,Leben,2015
1048,IDUNA VEREINIGTE LV,1801620,30,Leben,2015
1330,INTER LEBENSVERS. AG,134315,3,Leben,2015
1128,ITZEHOER LEBEN,70492,2,Leben,2015
1045,KARLSRUHER LV AG,97577,2,Leben,2015
1062,LEBENSVERS. VON 1871,688603,9,Leben,2015
1112,LVM LEBEN,793250,5,Leben,2015
1109,MECKLENBURG. LEBEN,165397,2,Leben,2015
1064,MÜNCHEN. VEREIN LEBEN,136026,4,Leben,2015
1162,MYLIFE DEUTSCHLAND,115312,2,Leben,2015
1164,NEUE LEBEN LEBENSVERS,907016,12,Leben,2015
1147,NÜRNBG. LEBEN,2817212,73,Leben,2015
1056,OEFF. LEBEN BERLIN,225913,2,Leben,2015
1194,PB LEBENSVERSICHERUNG,1145104,13,Leben,2015
1123,PLUS LEBEN,79982,1,Leben,2015
1309,PROTEKTOR LV AG,116122,5,Leben,2015
1081,PROV. LEBEN HANNOVER,827823,13,Leben,2015
1083,PROV.NORDWEST LEBEN,1710212,21,Leben,2015
1082,PROV.RHEINLAND LEBEN,1294972,24,Leben,2015
1018,RHEINLAND LEBEN,97990,5,Leben,2015
1141,R+V LEBENSVERS. AG,4257485,55,Leben,2015
1150,SAARLAND LEBEN,149973,2,Leben,2015
1157,SKANDIA LEBEN,300173,7,Leben,2015
1153,SPARK.-VERS.SACHS.LEB,534297,1,Leben,2015
1104,STUTTGARTER LEBEN,469243,5,Leben,2015
1091,SV SPARKASSENVERS.,1689262,18,Leben,2015
1090,SWISS LIFE AG (CH),865141,18,Leben,2015
1132,TARGO LEBEN AG,1686038,12,Leben,2015
1092,UNIVERSA LEBEN,180710,5,Leben,2015
1140,VICTORIA LEBEN,1194338,54,Leben,2015
1099,VOLKSWOHL-BUND LEBEN,1406078,16,Leben,2015
1151,VORSORGE LEBEN,165584,4,Leben,2015
1160,VPV LEBEN,834394,18,Leben,2015
1149,WGV-LEBEN,56987,1,Leben,2015
1005,WÜRTT. LEBEN,2290371,23,Leben,2015
1103,WWK LEBEN,913992,20,Leben,2015
1138,ZURICH DTSCH. HEROLD,3451236,75,Leben,2015
5342,AACHENMüNCHENER VERS.,2497341,3,Unfall,2015
5498,ADAC - SCHUTZBRIEF VERS.,3886404,4,Unfall,2015
5581,ADLER VERSICHERUNG AG,121506,1,Unfall,2015
5312,ALLIANZ VERS.,4086615,31,Unfall,2015
5455,ARAG ALLG. VERS.,20968311,1,Unfall,2015
5515,AXA VERS.,708676,6,Unfall,2015
5792,BADEN-BADENER VERS.,270995,6,Unfall,2015
5633,BASLER SACH AG,399387,8,Unfall,2015
5310,BAYER. BEAMTEN VERS.,102203,5,Unfall,2015
5340,CONTINENTALE SACHVERS,611670,2,Unfall,2015
5552,COSMOS VERS.,180570,1,Unfall,2015
5311,DBV DT. BEAMTEN-VERS.,212870,2,Unfall,2015
5549,DEBEKA ALLGEMEINE,1909136,5,Unfall,2015
5513,DEVK ALLG. VERS.,900656,5,Unfall,2015
5562,ERGO DIREKT,243391,7,Unfall,2015
5472,ERGO VERSICHERUNG,2224014,27,Unfall,2015
5473,GENERALI VERSICHERUNG,2411050,12,Unfall,2015
5858,GOTHAER ALLGEMEINE AG,695087,7,Unfall,2015
5085,HDI VERSICHERUNG,503004,8,Unfall,2015
5096,HDI-GERLING INDUSTRIE,48924,1,Unfall,2015
5384,HELVETIA VERS. (CH),122495,2,Unfall,2015
5521,HUK-COBURG ALLG. VERS,605389,2,Unfall,2015
5375,HUK-COBURG UNTER.,958170,1,Unfall,2015
5780,INTERRISK VERS.,437954,3,Unfall,2015
5078,JANITOS VERSICHERUNG,164937,3,Unfall,2015
5402,LVM SACH,939441,1,Unfall,2015
5412,MECKLENBURG. VERS.,155914,1,Unfall,2015
5426,NÜRNBG. ALLG.,524966,10,Unfall,2015
5686,NÜRNBG. BEAMTEN ALLG.,74082,1,Unfall,2015
5095,PROV.RHEINLAND VERS.,2545794,1,Unfall,2015
5121,RHION VERSICHERUNG,113615,4,Unfall,2015
5438,R+V ALLGEMEINE VERS.,1446660,3,Unfall,2015
5125,SIGNAL IDUNA ALLG.,1696723,17,Unfall,2015
5586,STUTTGARTER VERS.,441031,15,Unfall,2015
5036,SV SPARK.VERSICHER.,271634,3,Unfall,2015
5790,TARGO VERSICHERUNG,96463,4,Unfall,2015
5463,UNIVERSA ALLG. VERS.,61391,1,Unfall,2015
5484,VOLKSWOHL-BUND SACH,170417,2,Unfall,2015
5093,WESTF.PROV.VERS.AG,865485,2,Unfall,2015
5479,WÜRTT. GEMEINDE-VERS.,145500,1,Unfall,2015
5783,WÜRTT. VERS.,717570,4,Unfall,2015
5476,WWK ALLGEMEINE VERS.,251976,6,Unfall,2015
4034,ALLIANZ PRIV.KV AG,2588833,66,Kranken,2016
4142,ALTE OLDENBURGER AG,162302,5,Kranken,2016
4112,ARAG KRANKEN,573493,11,Kranken,2016
4095,AXA KRANKEN,1684745,174,Kranken,2016
4042,BARMENIA KRANKEN,1228071,18,Kranken,2016
4134,BAYERISCHE BEAMTEN K,1116641,22,Kranken,2016
4004,CENTRAL KRANKEN,1733869,78,Kranken,2016
4001,CONTINENTALE KRANKEN,1284562,49,Kranken,2016
4028,DEBEKA KRANKEN,3919489,54,Kranken,2016
4131,DEVK KRANKENVERS.-AG,374136,2,Kranken,2016
4044,DKV AG,4396653,167,Kranken,2016
4013,DT. RING KRANKEN,611264,12,Kranken,2016
4121,ENVIVAS KRANKEN,403607,7,Kranken,2016
4126,ERGO DIREKT KRANKEN,1471113,9,Kranken,2016
4119,GOTHAER KV AG,587869,28,Kranken,2016
4043,HALLESCHE KRANKEN,655204,33,Kranken,2016
4144,HANSEMERKUR KRANKEN_V,1451692,33,Kranken,2016
4117,HUK-COBURG KRANKEN,1013220,38,Kranken,2016
4031,INTER KRANKEN,375673,18,Kranken,2016
4011,LANDESKRANKENHILFE,372399,30,Kranken,2016
4109,LVM KRANKEN,342680,6,Kranken,2016
4123,MANNHEIMER KRANKEN,75852,6,Kranken,2016
4037,MÜNCHEN.VEREIN KV,295737,13,Kranken,2016
4125,NÜRNBG. KRANKEN,264875,2,Kranken,2016
4116,R+V KRANKEN,821119,5,Kranken,2016
4002,SIGNAL KRANKEN,1970153,43,Kranken,2016
4039,SÜDDEUTSCHE KRANKEN,665907,11,Kranken,2016
4108,UNION KRANKENVERS.,1181169,18,Kranken,2016
4045,UNIVERSA KRANKEN,357379,10,Kranken,2016
4139,WÜRTT. KRANKEN,348924,1,Kranken,2016
1001,AACHENMüNCHENER LEB.,5158605,55,Leben,2016
1006,ALLIANZ LEBEN,10480858,114,Leben,2016
1007,ALTE LEIPZIGER LEBEN,1325565,9,Leben,2016
1035,ARAG LEBEN,321901,8,Leben,2016
1017,ATHENE LEBEN AG,316136,18,Leben,2016
1020,AXA LEBEN,2922161,72,Leben,2016
1011,BARMENIA LEBEN,239468,2,Leben,2016
1028,BASLER LEBEN,700178,13,Leben,2016
1012,BASLER LEBEN (CH),112869,1,Leben,2016
1013,BAYER. BEAMTEN LEBEN,210886,4,Leben,2016
1015,BAYERN-VERS.,1821883,16,Leben,2016
1177,CONCORDIA OECO LEBEN,174809,9,Leben,2016
1021,CONDOR LEBEN,220766,1,Leben,2016
1335,CONTINENTALE LV AG,694405,10,Leben,2016
1022,COSMOS LEBEN,1422708,21,Leben,2016
1115,CREDIT LIFE AG,1157682,2,Leben,2016
1023,DEBEKA LEBEN,3430162,24,Leben,2016
1167,DELTA DIREKT LEBEN,81115,1,Leben,2016
1136,DEVK ALLG. LEBEN,809087,11,Leben,2016
1025,DEVK DT. EISENBAHN LV,598223,1,Leben,2016
1113,DIALOG LEBEN,292716,3,Leben,2016
1110,DIREKTE LEBEN,121145,2,Leben,2016
1180,DT. ÄRZTEVERSICHERUNG,213046,3,Leben,2016
1148,DT. LEBENSVERS.,619875,4,Leben,2016
